ticket_id,customer_id,customer_name,channel,issue_category,priority,agent_name,city,created_date,resolved_date,first_response_minutes,resolution_time_hours,ticket_status,csat_score,refund_amount_sar
TCK-001568,CUST-12731,Noura Al-Otaibi,Live Chat,Refund Request,High,Abdullah Al-Zahrani,Riyadh,25-08-2025,Not Resolved,68,0.0,Pending,0,0.00
TCK-001569,CUST-77872,Noura Al-Shammari,Email,Technical Support,Low,Maha Al-Balawi,Jeddah,24-08-2026,02-09-2026,67,218.2,Closed,3,0.00
TCK-001570,CUST-53574,Faisal Al-Balawi,WhatsApp,Billing,High,Mohammed Al-Harbi,Jeddah,06-08-2026,07-08-2026,31,39.6,Closed,3,0.00
TCK-001571,CUST-66603,Lama Al-Subaie,Phone,Technical Support,Medium,Yousef Al-Malki,Dammam,16-02-2026,17-02-2026,243,40.3,Resolved,2,0.00
TCK-001572,CUST-21031,Yousef Al-Ghamdi,Branch,Complaint,Medium,Reem Al-Mutairi,Tabuk,09-11-2025,09-11-2025,220,9.6,Resolved,5,0.00
TCK-001573,CUST-15050,Maha Al-Shehri,WhatsApp,Delivery Issue,Low,Mohammed Al-Harbi,Dammam,01-01-2025,Not Resolved,661,0.0,Pending,0,0.00
TCK-001574,CUST-63325,Bandar Al-Otaibi,Phone,Billing,High,Fahad Al-Otaibi,Dammam,18-10-2024,18-10-2024,64,15.2,Closed,2,0.00
TCK-001575,CUST-90226,Fahad Al-Dossari,Phone,Account Management,Critical,Abdullah Al-Zahrani,Abha,22-11-2024,22-11-2024,27,2.5,Closed,5,0.00
TCK-001576,CUST-91051,Fahad Al-Ghamdi,Live Chat,Account Management,High,Abdullah Al-Zahrani,Riyadh,25-10-2024,25-10-2024,26,23.8,Resolved,5,0.00
TCK-001577,CUST-90305,Abdullah Al-Mutairi,WhatsApp,General Inquiry,Low,Maha Al-Balawi,Khobar,01-03-2026,03-03-2026,576,50.9,Resolved,1,0.00
TCK-001578,CUST-64287,Abdullah Al-Harbi,Email,Account Management,Medium,Sara Al-Dossari,Jeddah,21-02-2026,23-02-2026,182,66.4,Resolved,3,0.00
TCK-001579,CUST-64337,Dana Al-Ghamdi,Phone,Billing,Medium,Abdullah Al-Zahrani,Hail,26-09-2024,Not Resolved,53,0.0,Escalated,0,0.00
TCK-001580,CUST-73959,Turki Al-Balawi,WhatsApp,Refund Request,Low,Ahmed Al-Qahtani,Jeddah,08-09-2025,08-09-2025,681,23.3,Resolved,3,0.00
TCK-001581,CUST-60943,Mohammed Al-Anazi,Email,Complaint,Medium,Lama Al-Rashidi,Riyadh,17-09-2024,21-09-2024,110,110.5,Closed,2,0.00
TCK-001582,CUST-83062,Nasser Al-Shehri,Phone,Technical Support,Medium,Yousef Al-Malki,Riyadh,06-12-2024,09-12-2024,163,83.7,Resolved,5,0.00
TCK-001583,CUST-16095,Sara Al-Rashidi,Phone,Account Management,Medium,Reem Al-Mutairi,Hail,04-07-2024,05-07-2024,59,47.8,Resolved,5,0.00
TCK-001584,CUST-86309,Lama Al-Qahtani,Social Media,General Inquiry,Medium,Yousef Al-Malki,Dammam,14-10-2024,18-10-2024,30,104.3,Resolved,4,0.00
TCK-001585,CUST-53963,Faisal Al-Anazi,WhatsApp,General Inquiry,Medium,Turki Al-Subaie,Medina,18-02-2025,Not Resolved,233,0.0,Escalated,0,0.00
TCK-001586,CUST-35616,Lama Al-Mutairi,Social Media,Technical Support,Medium,Sara Al-Dossari,Khobar,19-09-2025,21-09-2025,294,61.4,Closed,1,0.00
TCK-001587,CUST-61955,Bandar Al-Anazi,Email,Complaint,Medium,Sara Al-Dossari,Riyadh,08-11-2024,09-11-2024,106,24.4,Resolved,3,0.00
TCK-001588,CUST-23401,Huda Al-Ghamdi,Social Media,Account Management,Medium,Abdullah Al-Zahrani,Dammam,15-09-2026,19-09-2026,241,117.3,Closed,2,0.00
TCK-001589,CUST-96512,Nasser Al-Harbi,Phone,Technical Support,Low,Turki Al-Subaie,Medina,23-04-2024,25-04-2024,503,65.1,Resolved,4,0.00
TCK-001590,CUST-59298,Sultan Al-Zahrani,Branch,Complaint,Low,Ahmed Al-Qahtani,Medina,06-12-2025,Not Resolved,459,0.0,Open,0,0.00
TCK-001591,CUST-78087,Hessa Al-Zahrani,Email,Billing,Medium,Huda Al-Anazi,Jeddah,25-09-2026,26-09-2026,225,31.2,Resolved,3,0.00
TCK-001592,CUST-34478,Huda Al-Qahtani,Email,Technical Support,Medium,Lama Al-Rashidi,Riyadh,03-03-2026,05-03-2026,170,52.8,Resolved,3,0.00
TCK-001593,CUST-27851,Sara Al-Qahtani,Phone,Account Management,High,Yousef Al-Malki,Jeddah,10-04-2024,11-04-2024,47,28.7,Closed,3,0.00
TCK-001594,CUST-63607,Ahmed Al-Subaie,Phone,Delivery Issue,High,Lama Al-Rashidi,Jeddah,13-04-2024,13-04-2024,33,12.6,Resolved,5,0.00
TCK-001595,CUST-61808,Lama Al-Shammari,Live Chat,Billing,High,Mohammed Al-Harbi,Mecca,09-05-2026,10-05-2026,21,36.1,Closed,3,0.00
TCK-001596,CUST-76772,Fahad Al-Malki,Phone,Technical Support,Critical,Sara Al-Dossari,Dammam,10-05-2025,10-05-2025,13,1.6,Resolved,4,0.00
TCK-001597,CUST-88037,Lama Al-Shehri,WhatsApp,Billing,High,Sara Al-Dossari,Jeddah,04-12-2024,05-12-2024,55,36.1,Resolved,4,0.00
TCK-001598,CUST-56760,Ahmed Al-Subaie,Branch,Technical Support,Medium,Reem Al-Mutairi,Riyadh,02-03-2026,02-03-2026,105,18.6,Resolved,2,0.00
TCK-001599,CUST-61585,Sultan Al-Mutairi,Branch,Billing,Critical,Yousef Al-Malki,Mecca,25-03-2024,Not Resolved,6,0.0,Pending,0,0.00
TCK-001600,CUST-99833,Huda Al-Otaibi,Phone,Complaint,High,Abdullah Al-Zahrani,Hail,30-09-2024,Not Resolved,74,0.0,Pending,0,0.00
TCK-001601,CUST-54410,Maha Al-Harbi,Email,Account Management,Medium,Noura Al-Shammari,Mecca,23-12-2024,24-12-2024,260,30.1,Closed,5,0.00
TCK-001602,CUST-60432,Khalid Al-Dossari,Live Chat,Technical Support,Medium,Turki Al-Subaie,Mecca,05-07-2026,06-07-2026,17,39.4,Closed,4,0.00
TCK-001603,CUST-17415,Ahmed Al-Ghamdi,Phone,Account Management,Low,Fahad Al-Otaibi,Medina,01-04-2024,05-04-2024,213,117.3,Resolved,3,0.00
TCK-001604,CUST-77254,Bandar Al-Shammari,Phone,Account Management,Medium,Sara Al-Dossari,Riyadh,21-11-2024,24-11-2024,175,75.6,Resolved,4,0.00
TCK-001605,CUST-96117,Lama Al-Shehri,Phone,Delivery Issue,Medium,Maha Al-Balawi,Tabuk,03-08-2025,Not Resolved,134,0.0,Pending,0,0.00
TCK-001606,CUST-67889,Yousef Al-Rashidi,Live Chat,Complaint,Low,Reem Al-Mutairi,Abha,08-05-2025,Not Resolved,483,0.0,Pending,0,0.00
TCK-001607,CUST-89473,Fahad Al-Qahtani,Email,Refund Request,Medium,Lama Al-Rashidi,Riyadh,25-06-2024,25-06-2024,276,18.6,Resolved,5,3023.04
TCK-001608,CUST-11621,Hessa Al-Balawi,Live Chat,Billing,Low,Fahad Al-Otaibi,Khobar,15-10-2024,24-10-2024,692,226.1,Closed,4,3451.51
TCK-001609,CUST-30513,Abdullah Al-Qahtani,Live Chat,Technical Support,High,Mohammed Al-Harbi,Riyadh,04-10-2024,05-10-2024,27,33.1,Resolved,3,0.00
TCK-001610,CUST-27761,Bandar Al-Otaibi,Live Chat,Billing,Medium,Huda Al-Anazi,Medina,03-07-2025,07-07-2025,214,116.8,Resolved,2,871.20
TCK-001611,CUST-88344,Dana Al-Otaibi,Social Media,Technical Support,Low,Noura Al-Shammari,Riyadh,01-06-2026,06-06-2026,113,142.0,Resolved,4,0.00
TCK-001612,CUST-40843,Bandar Al-Otaibi,Live Chat,Billing,Low,Abdullah Al-Zahrani,Abha,29-03-2024,Not Resolved,60,0.0,Pending,0,0.00
TCK-001613,CUST-47900,Noura Al-Malki,Phone,Account Management,Medium,Reem Al-Mutairi,Dammam,18-10-2025,22-10-2025,189,101.8,Resolved,5,0.00
TCK-001614,CUST-88565,Abdullah Al-Shehri,Email,Technical Support,High,Khalid Al-Ghamdi,Tabuk,25-03-2024,Not Resolved,48,0.0,Pending,0,0.00
TCK-001615,CUST-22751,Ahmed Al-Zahrani,Live Chat,Account Management,Low,Maha Al-Balawi,Riyadh,21-03-2026,25-03-2026,515,106.0,Closed,5,0.00
TCK-001616,CUST-83042,Maha Al-Ghamdi,Social Media,General Inquiry,Low,Ahmed Al-Qahtani,Hail,27-12-2024,Not Resolved,638,0.0,Open,0,0.00
TCK-001617,CUST-69603,Dana Al-Malki,Phone,Billing,Low,Khalid Al-Ghamdi,Jeddah,15-01-2025,17-01-2025,54,69.4,Resolved,4,4190.50
TCK-001618,CUST-65644,Yousef Al-Shehri,Phone,Billing,Low,Abdullah Al-Zahrani,Khobar,06-02-2026,Not Resolved,103,0.0,Pending,0,0.00
TCK-001619,CUST-31098,Sultan Al-Subaie,WhatsApp,Refund Request,High,Yousef Al-Malki,Dammam,25-11-2025,Not Resolved,15,0.0,Open,0,0.00
TCK-001620,CUST-81250,Lama Al-Malki,Live Chat,Refund Request,Low,Ahmed Al-Qahtani,Jeddah,11-02-2025,Not Resolved,242,0.0,Pending,0,0.00
TCK-001621,CUST-63008,Fahad Al-Shammari,Branch,Technical Support,Low,Maha Al-Balawi,Dammam,21-09-2025,28-09-2025,431,170.6,Resolved,5,0.00
TCK-001622,CUST-60035,Abdullah Al-Shammari,Social Media,Delivery Issue,High,Ahmed Al-Qahtani,Abha,10-07-2026,10-07-2026,29,5.4,Resolved,5,0.00
TCK-001623,CUST-26142,Aisha Al-Zahrani,WhatsApp,General Inquiry,High,Mohammed Al-Harbi,Jeddah,04-07-2026,05-07-2026,77,29.0,Resolved,1,0.00
TCK-001624,CUST-37617,Dana Al-Ghamdi,Branch,Billing,High,Reem Al-Mutairi,Abha,15-12-2024,16-12-2024,24,40.3,Resolved,4,0.00
TCK-001625,CUST-80703,Faisal Al-Qahtani,Phone,Billing,High,Noura Al-Shammari,Riyadh,12-02-2026,12-02-2026,85,20.0,Resolved,5,2855.65
TCK-001626,CUST-45792,Sara Al-Subaie,Phone,Billing,Medium,Abdullah Al-Zahrani,Mecca,22-08-2026,23-08-2026,58,32.1,Resolved,2,0.00
TCK-001627,CUST-28651,Hessa Al-Qahtani,Live Chat,Complaint,Medium,Fahad Al-Otaibi,Khobar,17-03-2025,17-03-2025,81,23.7,Resolved,5,0.00
TCK-001628,CUST-59996,Maha Al-Harbi,Phone,Account Management,Critical,Faisal Al-Shehri,Medina,27-07-2026,Not Resolved,2,0.0,Pending,0,0.00
TCK-001629,CUST-11588,Aisha Al-Subaie,Email,Account Management,High,Lama Al-Rashidi,Tabuk,09-05-2024,09-05-2024,76,15.1,Resolved,1,0.00
TCK-001630,CUST-60471,Fahad Al-Ghamdi,Social Media,General Inquiry,Medium,Lama Al-Rashidi,Mecca,04-03-2024,06-03-2024,175,58.4,Closed,5,0.00
TCK-001631,CUST-27536,Dana Al-Mutairi,Email,General Inquiry,Critical,Fahad Al-Otaibi,Khobar,24-06-2025,24-06-2025,27,1.6,Resolved,4,0.00
TCK-001632,CUST-38748,Sultan Al-Anazi,WhatsApp,Complaint,High,Yousef Al-Malki,Mecca,01-03-2025,01-03-2025,89,3.6,Resolved,3,2074.68
TCK-001633,CUST-13480,Bandar Al-Ghamdi,Phone,Refund Request,Medium,Mohammed Al-Harbi,Dammam,26-09-2026,Not Resolved,45,0.0,Pending,0,0.00
TCK-001634,CUST-14756,Maha Al-Rashidi,Phone,Account Management,Medium,Reem Al-Mutairi,Jeddah,20-05-2026,23-05-2026,94,82.6,Resolved,4,0.00
TCK-001635,CUST-75781,Dana Al-Anazi,Phone,Account Management,High,Mohammed Al-Harbi,Riyadh,07-11-2024,Not Resolved,48,0.0,Escalated,0,0.00
TCK-001636,CUST-42517,Dana Al-Ghamdi,Live Chat,Billing,High,Khalid Al-Ghamdi,Riyadh,05-01-2025,Not Resolved,10,0.0,Open,0,0.00
TCK-001637,CUST-51293,Huda Al-Shammari,Social Media,Account Management,Low,Faisal Al-Shehri,Jeddah,25-05-2025,02-06-2025,184,193.9,Resolved,5,0.00
TCK-001638,CUST-37339,Aisha Al-Otaibi,Live Chat,Technical Support,Low,Sara Al-Dossari,Abha,10-03-2025,Not Resolved,355,0.0,Open,0,0.00
TCK-001639,CUST-53341,Ahmed Al-Dossari,WhatsApp,Technical Support,Critical,Ahmed Al-Qahtani,Buraidah,08-12-2024,Not Resolved,24,0.0,Escalated,0,0.00
TCK-001640,CUST-36256,Ahmed Al-Dossari,Email,Account Management,Low,Reem Al-Mutairi,Riyadh,08-10-2026,09-10-2026,593,43.0,Resolved,2,0.00
TCK-001641,CUST-43718,Sara Al-Otaibi,Email,Billing,Medium,Khalid Al-Ghamdi,Jeddah,27-10-2025,31-10-2025,161,113.2,Resolved,5,3154.15
TCK-001642,CUST-67824,Mohammed Al-Dossari,Email,Account Management,Low,Fahad Al-Otaibi,Mecca,16-06-2026,19-06-2026,202,74.2,Resolved,2,0.00
TCK-001643,CUST-66402,Lama Al-Harbi,Email,Delivery Issue,High,Yousef Al-Malki,Mecca,31-07-2026,01-08-2026,41,38.3,Resolved,5,0.00
TCK-001644,CUST-36553,Abdullah Al-Shehri,Email,General Inquiry,Medium,Fahad Al-Otaibi,Mecca,11-10-2026,Not Resolved,188,0.0,Open,0,0.00
TCK-001645,CUST-50906,Bandar Al-Malki,Phone,Technical Support,High,Maha Al-Balawi,Abha,16-02-2026,17-02-2026,34,40.1,Resolved,5,0.00
TCK-001646,CUST-75920,Khalid Al-Harbi,Email,General Inquiry,High,Maha Al-Balawi,Dammam,16-04-2025,16-04-2025,40,10.8,Resolved,5,0.00
TCK-001647,CUST-28736,Nasser Al-Shehri,Email,Account Management,High,Maha Al-Balawi,Jeddah,21-05-2024,22-05-2024,80,30.7,Closed,4,0.00
TCK-001648,CUST-66235,Noura Al-Balawi,Live Chat,Technical Support,Low,Sara Al-Dossari,Buraidah,30-04-2025,03-05-2025,404,81.1,Resolved,5,0.00
TCK-001649,CUST-58495,Bandar Al-Shammari,Live Chat,General Inquiry,Critical,Ahmed Al-Qahtani,Jeddah,13-11-2025,13-11-2025,6,9.6,Closed,5,0.00
TCK-001650,CUST-20654,Abdullah Al-Shehri,Live Chat,General Inquiry,Low,Ahmed Al-Qahtani,Riyadh,13-04-2026,Not Resolved,266,0.0,Pending,0,0.00
TCK-001651,CUST-47995,Noura Al-Harbi,Live Chat,Refund Request,High,Turki Al-Subaie,Jeddah,22-01-2026,Not Resolved,19,0.0,Pending,0,0.00
TCK-001652,CUST-61615,Sara Al-Anazi,WhatsApp,Billing,Medium,Lama Al-Rashidi,Jeddah,10-05-2025,13-05-2025,51,87.9,Resolved,5,3614.91
TCK-001653,CUST-42077,Fahad Al-Qahtani,Email,Technical Support,Medium,Mohammed Al-Harbi,Riyadh,23-04-2026,24-04-2026,146,35.7,Closed,3,0.00
TCK-001654,CUST-27095,Sara Al-Shammari,WhatsApp,Complaint,High,Abdullah Al-Zahrani,Tabuk,16-07-2025,16-07-2025,29,2.0,Resolved,1,0.00
TCK-001655,CUST-17780,Dana Al-Zahrani,WhatsApp,Billing,Critical,Yousef Al-Malki,Riyadh,03-05-2025,03-05-2025,26,2.3,Resolved,3,2905.93
TCK-001656,CUST-34193,Huda Al-Shehri,Email,Account Management,Medium,Khalid Al-Ghamdi,Riyadh,21-07-2024,Not Resolved,266,0.0,Escalated,0,0.00
TCK-001657,CUST-61064,Turki Al-Qahtani,WhatsApp,Technical Support,Low,Ahmed Al-Qahtani,Riyadh,18-04-2024,22-04-2024,657,110.5,Resolved,1,0.00
TCK-001658,CUST-47805,Sultan Al-Mutairi,Email,Account Management,Low,Reem Al-Mutairi,Tabuk,28-09-2025,01-10-2025,280,79.5,Resolved,4,0.00
TCK-001659,CUST-40028,Mohammed Al-Mutairi,Email,Technical Support,Low,Mohammed Al-Harbi,Dammam,16-04-2026,25-04-2026,535,220.8,Resolved,2,0.00
TCK-001660,CUST-41790,Faisal Al-Ghamdi,Email,Billing,High,Khalid Al-Ghamdi,Abha,10-08-2024,10-08-2024,86,12.4,Closed,4,4323.06
TCK-001661,CUST-68418,Turki Al-Anazi,Live Chat,Technical Support,Medium,Turki Al-Subaie,Buraidah,10-02-2025,12-02-2025,99,60.7,Resolved,3,0.00
TCK-001662,CUST-87270,Nasser Al-Qahtani,Email,Account Management,High,Fahad Al-Otaibi,Jeddah,09-06-2024,10-06-2024,58,43.0,Resolved,5,0.00
TCK-001663,CUST-10529,Abdullah Al-Balawi,Live Chat,General Inquiry,High,Fahad Al-Otaibi,Buraidah,23-03-2024,24-03-2024,56,39.9,Resolved,4,0.00
TCK-001664,CUST-45672,Turki Al-Otaibi,Email,Account Management,Low,Sara Al-Dossari,Jeddah,01-09-2025,05-09-2025,295,112.3,Resolved,1,0.00
TCK-001665,CUST-30143,Turki Al-Otaibi,Social Media,Billing,Low,Fahad Al-Otaibi,Dammam,01-10-2024,10-10-2024,367,238.9,Closed,1,0.00
TCK-001666,CUST-94400,Yousef Al-Anazi,Phone,Delivery Issue,Medium,Yousef Al-Malki,Khobar,08-12-2024,11-12-2024,263,76.4,Resolved,4,0.00
TCK-001667,CUST-18344,Fahad Al-Malki,Live Chat,Complaint,Low,Faisal Al-Shehri,Dammam,01-05-2024,05-05-2024,153,104.7,Closed,4,0.00
TCK-001668,CUST-41709,Khalid Al-Mutairi,WhatsApp,General Inquiry,Medium,Yousef Al-Malki,Jeddah,06-04-2024,07-04-2024,248,33.2,Resolved,5,0.00
TCK-001669,CUST-30228,Mohammed Al-Mutairi,Phone,Complaint,Low,Faisal Al-Shehri,Mecca,15-08-2025,23-08-2025,482,212.2,Resolved,5,3273.35
TCK-001670,CUST-89142,Khalid Al-Subaie,Social Media,Account Management,Low,Reem Al-Mutairi,Jeddah,19-05-2025,20-05-2025,397,25.4,Resolved,5,0.00
TCK-001671,CUST-10447,Lama Al-Harbi,Live Chat,Technical Support,Medium,Noura Al-Shammari,Riyadh,21-09-2024,25-09-2024,116,102.5,Resolved,3,0.00
TCK-001672,CUST-30373,Maha Al-Harbi,Phone,Delivery Issue,High,Turki Al-Subaie,Medina,29-04-2025,30-04-2025,48,36.9,Resolved,3,0.00
TCK-001673,CUST-84242,Lama Al-Malki,Branch,General Inquiry,High,Abdullah Al-Zahrani,Jeddah,09-10-2026,Not Resolved,61,0.0,Open,0,0.00
TCK-001674,CUST-13327,Faisal Al-Qahtani,WhatsApp,General Inquiry,Critical,Khalid Al-Ghamdi,Dammam,18-07-2024,Not Resolved,28,0.0,Open,0,0.00
TCK-001675,CUST-77522,Fahad Al-Rashidi,Live Chat,Complaint,High,Faisal Al-Shehri,Riyadh,07-03-2024,Not Resolved,5,0.0,Pending,0,0.00
TCK-001676,CUST-99460,Faisal Al-Harbi,Live Chat,Refund Request,Low,Maha Al-Balawi,Tabuk,05-02-2024,06-02-2024,264,29.5,Closed,5,0.00
TCK-001677,CUST-97370,Fahad Al-Anazi,Live Chat,Billing,Low,Khalid Al-Ghamdi,Jeddah,23-02-2026,03-03-2026,271,203.9,Resolved,5,0.00
TCK-001678,CUST-75891,Turki Al-Subaie,Email,Delivery Issue,Medium,Faisal Al-Shehri,Riyadh,13-03-2025,15-03-2025,211,60.7,Closed,4,0.00
TCK-001679,CUST-55330,Dana Al-Shammari,Email,Technical Support,Medium,Reem Al-Mutairi,Jeddah,11-03-2024,15-03-2024,234,109.6,Resolved,3,0.00
TCK-001680,CUST-22284,Turki Al-Harbi,Email,Complaint,Medium,Faisal Al-Shehri,Khobar,04-10-2026,06-10-2026,48,65.2,Closed,5,0.00
TCK-001681,CUST-29370,Dana Al-Anazi,Phone,Billing,High,Sara Al-Dossari,Riyadh,29-09-2026,30-09-2026,42,27.8,Resolved,3,0.00
TCK-001682,CUST-50780,Nasser Al-Ghamdi,Social Media,Technical Support,Medium,Abdullah Al-Zahrani,Mecca,06-02-2025,06-02-2025,162,5.0,Resolved,2,0.00
TCK-001683,CUST-51336,Faisal Al-Zahrani,WhatsApp,Billing,Low,Abdullah Al-Zahrani,Dammam,17-04-2025,21-04-2025,715,106.0,Resolved,5,0.00
TCK-001684,CUST-43749,Khalid Al-Anazi,Phone,Technical Support,Medium,Yousef Al-Malki,Jeddah,10-06-2025,Not Resolved,232,0.0,Pending,0,0.00
TCK-001685,CUST-34914,Sara Al-Balawi,Email,Technical Support,Low,Abdullah Al-Zahrani,Buraidah,17-06-2026,25-06-2026,479,215.6,Closed,4,0.00
TCK-001686,CUST-41906,Hessa Al-Mutairi,Live Chat,Account Management,High,Reem Al-Mutairi,Jeddah,10-07-2026,10-07-2026,49,15.0,Resolved,4,0.00
TCK-001687,CUST-95508,Noura Al-Malki,WhatsApp,Technical Support,Low,Fahad Al-Otaibi,Medina,11-10-2025,13-10-2025,258,65.8,Closed,3,0.00
TCK-001688,CUST-80739,Aisha Al-Dossari,Phone,Technical Support,High,Ahmed Al-Qahtani,Tabuk,24-10-2026,24-10-2026,42,20.8,Closed,5,0.00
TCK-001689,CUST-32797,Huda Al-Qahtani,Email,Account Management,Low,Khalid Al-Ghamdi,Khobar,23-12-2025,24-12-2025,114,28.5,Resolved,4,0.00
TCK-001690,CUST-34977,Sara Al-Harbi,Email,Delivery Issue,Medium,Khalid Al-Ghamdi,Riyadh,02-06-2024,03-06-2024,133,35.9,Resolved,5,0.00
TCK-001691,CUST-94207,Aisha Al-Subaie,Live Chat,Account Management,Medium,Maha Al-Balawi,Dammam,02-05-2026,04-05-2026,281,69.7,Resolved,4,0.00
TCK-001692,CUST-54615,Huda Al-Mutairi,WhatsApp,General Inquiry,Low,Abdullah Al-Zahrani,Abha,04-07-2025,Not Resolved,82,0.0,Open,0,0.00
TCK-001693,CUST-83412,Turki Al-Subaie,Email,Technical Support,Medium,Faisal Al-Shehri,Abha,19-07-2025,20-07-2025,194,44.2,Resolved,5,0.00
TCK-001694,CUST-99329,Nasser Al-Ghamdi,Live Chat,Billing,High,Mohammed Al-Harbi,Medina,26-09-2026,27-09-2026,16,31.4,Closed,2,2729.99
TCK-001695,CUST-76692,Dana Al-Balawi,Live Chat,General Inquiry,High,Noura Al-Shammari,Jeddah,26-02-2026,26-02-2026,44,23.8,Closed,3,0.00
TCK-001696,CUST-39851,Hessa Al-Harbi,WhatsApp,Billing,High,Yousef Al-Malki,Riyadh,09-03-2026,09-03-2026,68,2.2,Resolved,5,0.00
TCK-001697,CUST-62400,Mohammed Al-Anazi,Email,Refund Request,Critical,Ahmed Al-Qahtani,Jeddah,30-04-2025,30-04-2025,3,2.6,Resolved,3,4432.12
TCK-001698,CUST-85570,Lama Al-Otaibi,Phone,Technical Support,Medium,Huda Al-Anazi,Abha,08-10-2026,10-10-2026,289,65.3,Resolved,4,0.00
TCK-001699,CUST-19985,Fahad Al-Balawi,Phone,General Inquiry,Medium,Khalid Al-Ghamdi,Riyadh,25-07-2024,Not Resolved,143,0.0,Pending,0,0.00
TCK-001700,CUST-34190,Aisha Al-Harbi,WhatsApp,Complaint,Low,Khalid Al-Ghamdi,Riyadh,07-12-2024,Not Resolved,481,0.0,Pending,0,0.00
TCK-001701,CUST-42037,Reem Al-Anazi,Branch,Account Management,Medium,Abdullah Al-Zahrani,Dammam,20-07-2024,24-07-2024,179,119.7,Resolved,4,0.00
TCK-001702,CUST-74225,Nasser Al-Mutairi,Email,General Inquiry,High,Lama Al-Rashidi,Riyadh,09-03-2026,09-03-2026,69,17.4,Closed,4,0.00
TCK-001703,CUST-77038,Huda Al-Zahrani,Email,Delivery Issue,Medium,Faisal Al-Shehri,Jeddah,12-04-2026,Not Resolved,22,0.0,Escalated,0,0.00
TCK-001704,CUST-64450,Dana Al-Rashidi,Phone,Delivery Issue,Low,Mohammed Al-Harbi,Dammam,23-02-2024,01-03-2024,61,185.2,Resolved,4,0.00
TCK-001705,CUST-16980,Nasser Al-Subaie,WhatsApp,Billing,Medium,Fahad Al-Otaibi,Jeddah,24-10-2024,26-10-2024,177,64.0,Resolved,1,0.00
TCK-001706,CUST-33529,Nasser Al-Rashidi,Email,Complaint,High,Lama Al-Rashidi,Buraidah,28-12-2024,29-12-2024,74,29.2,Resolved,3,2560.16
TCK-001707,CUST-17619,Aisha Al-Otaibi,Live Chat,Billing,High,Fahad Al-Otaibi,Jeddah,12-10-2024,13-10-2024,35,46.7,Resolved,4,0.00
TCK-001708,CUST-52643,Lama Al-Rashidi,Social Media,Account Management,Medium,Mohammed Al-Harbi,Hail,01-03-2025,02-03-2025,137,26.1,Resolved,2,0.00
TCK-001709,CUST-69444,Nasser Al-Otaibi,Social Media,Refund Request,Medium,Maha Al-Balawi,Medina,03-12-2024,06-12-2024,289,91.6,Resolved,4,0.00
TCK-001710,CUST-56762,Ahmed Al-Ghamdi,Live Chat,General Inquiry,Low,Noura Al-Shammari,Riyadh,12-07-2026,12-07-2026,488,14.2,Resolved,5,0.00
TCK-001711,CUST-80704,Faisal Al-Ghamdi,Branch,General Inquiry,Low,Faisal Al-Shehri,Jeddah,07-09-2024,16-09-2024,231,226.8,Closed,5,0.00
TCK-001712,CUST-38412,Noura Al-Subaie,Email,Technical Support,Low,Khalid Al-Ghamdi,Hail,07-03-2024,09-03-2024,200,48.3,Resolved,3,0.00
TCK-001713,CUST-50144,Mohammed Al-Harbi,Email,Billing,Low,Maha Al-Balawi,Riyadh,06-09-2024,08-09-2024,362,67.0,Resolved,4,0.00
TCK-001714,CUST-15885,Abdullah Al-Anazi,Branch,Delivery Issue,Medium,Noura Al-Shammari,Khobar,21-02-2024,22-02-2024,62,28.8,Resolved,3,943.77
TCK-001715,CUST-40397,Turki Al-Dossari,Email,General Inquiry,Critical,Fahad Al-Otaibi,Medina,30-01-2026,30-01-2026,22,5.3,Resolved,4,0.00
TCK-001716,CUST-90806,Faisal Al-Subaie,Live Chat,Technical Support,Medium,Fahad Al-Otaibi,Riyadh,10-11-2024,Not Resolved,45,0.0,Pending,0,0.00
TCK-001717,CUST-42099,Khalid Al-Rashidi,Live Chat,General Inquiry,Medium,Mohammed Al-Harbi,Riyadh,26-04-2024,26-04-2024,89,16.0,Resolved,4,0.00
TCK-001718,CUST-39262,Fahad Al-Rashidi,Phone,General Inquiry,Low,Maha Al-Balawi,Khobar,16-05-2024,18-05-2024,49,53.4,Resolved,4,0.00
TCK-001719,CUST-44813,Reem Al-Shammari,Branch,Billing,Medium,Maha Al-Balawi,Mecca,15-04-2026,18-04-2026,113,75.7,Resolved,1,0.00
TCK-001720,CUST-69176,Khalid Al-Anazi,Branch,Billing,Low,Maha Al-Balawi,Abha,03-06-2024,Not Resolved,278,0.0,Open,0,0.00
TCK-001721,CUST-41612,Sultan Al-Shehri,Email,Technical Support,High,Mohammed Al-Harbi,Mecca,21-01-2026,21-01-2026,81,5.9,Resolved,5,0.00
TCK-001722,CUST-97156,Ahmed Al-Shammari,Email,Billing,Medium,Lama Al-Rashidi,Riyadh,28-05-2024,30-05-2024,230,61.9,Resolved,5,1212.87
TCK-001723,CUST-29347,Lama Al-Harbi,Phone,Billing,High,Sara Al-Dossari,Jeddah,15-03-2026,15-03-2026,54,17.0,Resolved,1,1362.00
TCK-001724,CUST-50123,Sara Al-Rashidi,Email,Technical Support,Low,Yousef Al-Malki,Riyadh,06-04-2024,Not Resolved,149,0.0,Pending,0,0.00
TCK-001725,CUST-48266,Khalid Al-Otaibi,Phone,Billing,Medium,Noura Al-Shammari,Buraidah,24-03-2026,25-03-2026,48,44.1,Resolved,2,3210.63
